Term,Expansion,,,,Abbreviation,,,,,,,,
1pt,Abbreviation,,,,Activity-Procedure,,,,,,,,
drinking fountain,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
driveshaft,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
drogue,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
drum kit,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
drum machine,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
drum pad,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
dry cell,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
dryer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
dual controls,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
dumb waiter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ear trumpet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
earphones,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
earpiece,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
earset,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
earth mover,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
echo sounder,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
egg timer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
electric razor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
electrometer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
electron gun,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
electron microscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
electronic organizer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
endoscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
English horn,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
enhancer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
enlarger,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Entryphone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
euphonium,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
expert system,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
exposure meter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fader,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fan,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
faucet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
felt tip pen,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
field glasses,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
filter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fire alarm,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fire escape,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fish knife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fish slice,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fisheye lens,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fishing tackle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fixed assets,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flail,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flash memory,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flashbulb,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flashgun,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flashlight,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flatbed scanner,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flick knife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flight recorder,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flight simulator,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flip phone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
floodlight,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
floor lamp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
flugelhorn,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
foghorn,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
food processor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
forceps,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fountain pen,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
franking machine,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
freeride,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
freezer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
French horn,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fretsaw,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fridge,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fridge freezer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
frogging,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
function key,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fuze,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
fuzzbox,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gadget,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gadgetry,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
garbage disposal,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gas lamp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gas mask,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gavel,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Geiger counter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ghetto blaster,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gimlet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gin trap,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gismo,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gizmo,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
glockenspiel,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
goggle box,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
goggles,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gramophone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grand piano,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grandfather clock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grandmother clock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
graphic equalizer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
graphics adapter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
graphics tablet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grappling iron,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grater,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
grease gun,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ground control,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
guiro,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
guitar,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
gyroscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hacksaw,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hairdryer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hammer and sickle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hammer drill,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Hammond organ,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
handphone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
handsaw,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hard drive,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hard hat,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
harmonica,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
harmonium,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
harp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
harpsichord,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
harrow,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hatchet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
headphones,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
headset,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hearing aid,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
heart lung machine,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
heat exchanger,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
heater,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hedge trimmer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
helmet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hi fi,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hi hat,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
high fidelity,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
high hat,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hoe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hoist,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
home cinema,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
home theater,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hook and eye,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Hoover,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
humanoid,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
humidifier,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hurdy gurdy,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hurricane lamp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
hypodermic,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ice axe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ice pick,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
icebox,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ignition key,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
immersion heater,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
immobilizer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
impedimenta,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
implement,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
incubator,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
induction loop,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
inertia reel,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
information superhighway,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
inhaler,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
inkjet printer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
insulator,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
intranet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ionizer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
IV,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
jackhammer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
jackknife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Jew's harp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
joypad,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
jukebox,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Kalashnikov,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
kazoo,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
kidney machine,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
knife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
kora,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
kris,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
krummhorn,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ladle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
LAN,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lancet,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lantern,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
laptop,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
laser,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
laser gun,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
laser printer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
latchkey,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lathe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
launcher,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lava lamp,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lawnmower,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lectern,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
leggings,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lemon squeezer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
letter opener,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lie detector,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
life support machine,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
light gun,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
light meter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
line printer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Linotype,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
liquidizer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
local area network,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
loom,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lorgnette,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
loudhailer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lute,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
lyre,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
machete,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
machine tool,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
magic lantern,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
magneto,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
magnifier,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mainframe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
make,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mandolin,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mangle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
maracas,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
marimba,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
master key,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mattock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
meat grinder,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
megaphone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
melodica,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
memory bank,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
metronome,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mic,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
micro,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
microcomputer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
microphone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
microprocessor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
microscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
midi system,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mike,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mileometer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
milometer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mincer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mine detector,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
minibar,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
minicam,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
minicomputer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mixing desk,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
MMS,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mobile phone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
modem,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
monocle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mortise lock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
motherboard,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mouth organ,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
mower,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
MP3 player,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
multigym,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
multiprocessor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
munitions,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
musical instrument,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
musical saw,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
nail clippers,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
nail file,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
nail scissors,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
neural network,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
newsgroup,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
nose flute,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
nutcracker,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oar,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oarlock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oboe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ocarina,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
odometer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
ohmmeter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
OHP,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
one armed bandit,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
opera glasses,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
optic,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oscillator,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oscilloscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oud,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
outbox,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
overhead projector,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
oxygen mask,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
packer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
padlock,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pager,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
palette knife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Palmcorder,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
palmtop,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pan pipes,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
panga,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pantograph,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
paper cutter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
paperknife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
parachute,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
parallel ruler,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
parking meter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pass key,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
payphone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
PC card,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
PDA,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pedometer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
peeler,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pencil,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pencil sharpener,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
penknife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
penny whistle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
perceptron,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
percussion drill,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
peripheral,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
periscope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
personal computer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
personal digital assistant,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pestle,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
phonograph,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
photocell,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
photocopier,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
photoelectric cell,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
piano,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
piano accordion,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pianola,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
piccolo,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pickaxe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
picker,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pince nez,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pinger,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pinking shears,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pipe organ,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pitch pipe,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pitchfork,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
place setting,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
planer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
plasma TV,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
player piano,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pliers,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
plimsoll,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pneumatic drill,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pocketknife,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pointing device,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
polisher,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
polygraph,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Poma,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
pooper scooper,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
portable,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
postage meter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
potato masher,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
potter's wheel,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
power assisted steering,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
power point,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
power shower,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
Primus,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
printing press,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
production line,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
projector,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
propeller,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
propelling pencil,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
protractor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
puffer,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
purifier,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
putter,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
quern,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
radio telephone,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
radio telescope,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
RAM,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
random access memory,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
rangefinder,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
raster image processor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
razor,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
read only memory,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
reaper,Equipment-OR-Device-OR-ManmadeObject,,,,,,,,,,,,
